"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDP","TOT","USD_CAP","A","2018",52991.2149,
"AUS","GDP","TOT","USD_CAP","A","2019",52732.185831,
"AUS","GDP","TOT","USD_CAP","A","2020",55690.254043,
"AUS","GDP","TOT","USD_CAP","A","2021",61974.774982,
"AUT","GDP","TOT","USD_CAP","A","2018",56956.110562,
"AUT","GDP","TOT","USD_CAP","A","2019",59719.612013,
"AUT","GDP","TOT","USD_CAP","A","2020",57258.818295,
"AUT","GDP","TOT","USD_CAP","A","2021",59991.439846,
"AUT","GDP","TOT","USD_CAP","A","2022",68774.881689,
"BEL","GDP","TOT","USD_CAP","A","2018",52530.84151,
"BEL","GDP","TOT","USD_CAP","A","2019",55801.087951,
"BEL","GDP","TOT","USD_CAP","A","2020",54544.288759,"P"
"BEL","GDP","TOT","USD_CAP","A","2021",58820.998349,"P"
"BEL","GDP","TOT","USD_CAP","A","2022",66176.491484,"P"
"CAN","GDP","TOT","USD_CAP","A","2018",49992.811418,
"CAN","GDP","TOT","USD_CAP","A","2019",49832.414539,
"CAN","GDP","TOT","USD_CAP","A","2020",47226.357276,
"CAN","GDP","TOT","USD_CAP","A","2021",53023.405782,
"CAN","GDP","TOT","USD_CAP","A","2022",57058.469082,
"CZE","GDP","TOT","USD_CAP","A","2018",41157.370409,
"CZE","GDP","TOT","USD_CAP","A","2019",44223.295751,
"CZE","GDP","TOT","USD_CAP","A","2020",42817.867499,
"CZE","GDP","TOT","USD_CAP","A","2021",44813.002627,
"CZE","GDP","TOT","USD_CAP","A","2022",49956.512049,
"DNK","GDP","TOT","USD_CAP","A","2018",57479.350221,
"DNK","GDP","TOT","USD_CAP","A","2019",59884.11738,
"DNK","GDP","TOT","USD_CAP","A","2020",60846.803672,
"DNK","GDP","TOT","USD_CAP","A","2021",64914.189543,
"DNK","GDP","TOT","USD_CAP","A","2022",74793.266721,
"FIN","GDP","TOT","USD_CAP","A","2018",49573.255773,
"FIN","GDP","TOT","USD_CAP","A","2019",51811.599332,
"FIN","GDP","TOT","USD_CAP","A","2020",52294.342491,
"FIN","GDP","TOT","USD_CAP","A","2021",54701.696922,
"FIN","GDP","TOT","USD_CAP","A","2022",59808.219831,
"FRA","GDP","TOT","USD_CAP","A","2018",46336.933985,
"FRA","GDP","TOT","USD_CAP","A","2019",50222.232835,
"FRA","GDP","TOT","USD_CAP","A","2020",47828.528542,
"FRA","GDP","TOT","USD_CAP","A","2021",51011.836944,"P"
"FRA","GDP","TOT","USD_CAP","A","2022",55698.406803,"P"
"DEU","GDP","TOT","USD_CAP","A","2018",55195.722049,
"DEU","GDP","TOT","USD_CAP","A","2019",57397.473982,"P"
"DEU","GDP","TOT","USD_CAP","A","2020",56482.377267,"P"
"DEU","GDP","TOT","USD_CAP","A","2021",58799.012445,"P"
"DEU","GDP","TOT","USD_CAP","A","2022",64101.466443,"P"
"GRC","GDP","TOT","USD_CAP","A","2018",29617.518625,
"GRC","GDP","TOT","USD_CAP","A","2019",31155.946796,
"GRC","GDP","TOT","USD_CAP","A","2020",28416.523031,"P"
"GRC","GDP","TOT","USD_CAP","A","2021",31297.164572,"P"
"GRC","GDP","TOT","USD_CAP","A","2022",37212.227345,"P"
"HUN","GDP","TOT","USD_CAP","A","2018",31908.863431,
"HUN","GDP","TOT","USD_CAP","A","2019",34645.565383,
"HUN","GDP","TOT","USD_CAP","A","2020",34169.922355,
"HUN","GDP","TOT","USD_CAP","A","2021",36773.313939,"P"
"HUN","GDP","TOT","USD_CAP","A","2022",42665.113312,"P"
"ISL","GDP","TOT","USD_CAP","A","2018",57208.31151,
"ISL","GDP","TOT","USD_CAP","A","2019",59994.528512,
"ISL","GDP","TOT","USD_CAP","A","2020",54655.139021,
"ISL","GDP","TOT","USD_CAP","A","2021",58311.864748,
"IRL","GDP","TOT","USD_CAP","A","2018",84824.335541,
"IRL","GDP","TOT","USD_CAP","A","2019",89846.694028,
"IRL","GDP","TOT","USD_CAP","A","2020",94037.963161,
"IRL","GDP","TOT","USD_CAP","A","2021",106879.157958,
"IRL","GDP","TOT","USD_CAP","A","2022",128343.445998,
"ITA","GDP","TOT","USD_CAP","A","2018",43427.663143,
"ITA","GDP","TOT","USD_CAP","A","2019",45799.741922,
"ITA","GDP","TOT","USD_CAP","A","2020",43144.404157,
"ITA","GDP","TOT","USD_CAP","A","2021",46686.423758,
"ITA","GDP","TOT","USD_CAP","A","2022",52461.180226,
"JPN","GDP","TOT","USD_CAP","A","2018",42264.585123,
"JPN","GDP","TOT","USD_CAP","A","2019",42427.125075,
"JPN","GDP","TOT","USD_CAP","A","2020",41867.153393,
"JPN","GDP","TOT","USD_CAP","A","2021",42895.146536,
"KOR","GDP","TOT","USD_CAP","A","2018",43044.340145,
"KOR","GDP","TOT","USD_CAP","A","2019",43410.152957,
"KOR","GDP","TOT","USD_CAP","A","2020",44694.939796,
"KOR","GDP","TOT","USD_CAP","A","2021",46875.178673,"P"
"LUX","GDP","TOT","USD_CAP","A","2018",116334.724739,
"LUX","GDP","TOT","USD_CAP","A","2019",119253.372812,
"LUX","GDP","TOT","USD_CAP","A","2020",119882.982023,
"LUX","GDP","TOT","USD_CAP","A","2021",131311.164821,
"LUX","GDP","TOT","USD_CAP","A","2022",143394.130003,"P"
"MEX","GDP","TOT","USD_CAP","A","2018",20561.246895,
"MEX","GDP","TOT","USD_CAP","A","2019",20244.557477,
"MEX","GDP","TOT","USD_CAP","A","2020",18465.575374,"P"
"MEX","GDP","TOT","USD_CAP","A","2021",19438.782132,"P"
"NLD","GDP","TOT","USD_CAP","A","2018",57825.399708,
"NLD","GDP","TOT","USD_CAP","A","2019",60207.9957,
"NLD","GDP","TOT","USD_CAP","A","2020",59821.266235,"P"
"NLD","GDP","TOT","USD_CAP","A","2021",63369.162705,"P"
"NLD","GDP","TOT","USD_CAP","A","2022",70966.057612,"P"
"NZL","GDP","TOT","USD_CAP","A","2018",42334.17358,
"NZL","GDP","TOT","USD_CAP","A","2019",45620.118286,
"NZL","GDP","TOT","USD_CAP","A","2020",45417.069698,
"NZL","GDP","TOT","USD_CAP","A","2021",47341.78373,"E"
"NOR","GDP","TOT","USD_CAP","A","2018",70252.735449,
"NOR","GDP","TOT","USD_CAP","A","2019",69915.01766,
"NOR","GDP","TOT","USD_CAP","A","2020",65135.920669,
"NOR","GDP","TOT","USD_CAP","A","2021",81871.642989,
"NOR","GDP","TOT","USD_CAP","A","2022",95026.796239,
"POL","GDP","TOT","USD_CAP","A","2018",31662.210541,
"POL","GDP","TOT","USD_CAP","A","2019",34592.873746,
"POL","GDP","TOT","USD_CAP","A","2020",34896.8226,
"POL","GDP","TOT","USD_CAP","A","2021",37720.252895,
"POL","GDP","TOT","USD_CAP","A","2022",43455.436916,"B"
"PRT","GDP","TOT","USD_CAP","A","2018",34928.61899,
"PRT","GDP","TOT","USD_CAP","A","2019",37299.182306,
"PRT","GDP","TOT","USD_CAP","A","2020",34955.61156,
"PRT","GDP","TOT","USD_CAP","A","2021",36770.297858,"P"
"PRT","GDP","TOT","USD_CAP","A","2022",42341.460754,"P"
"SVK","GDP","TOT","USD_CAP","A","2018",31374.187996,
"SVK","GDP","TOT","USD_CAP","A","2019",33462.069969,
"SVK","GDP","TOT","USD_CAP","A","2020",32902.023587,
"SVK","GDP","TOT","USD_CAP","A","2021",33950.002255,
"SVK","GDP","TOT","USD_CAP","A","2022",36704.186829,
"ESP","GDP","TOT","USD_CAP","A","2018",40776.768298,
"ESP","GDP","TOT","USD_CAP","A","2019",43135.741954,
"ESP","GDP","TOT","USD_CAP","A","2020",37996.030376,"P"
"ESP","GDP","TOT","USD_CAP","A","2021",40734.338665,"P"
"ESP","GDP","TOT","USD_CAP","A","2022",46747.557086,"P"
"SWE","GDP","TOT","USD_CAP","A","2018",53521.635778,
"SWE","GDP","TOT","USD_CAP","A","2019",56404.297122,
"SWE","GDP","TOT","USD_CAP","A","2020",56140.551353,
"SWE","GDP","TOT","USD_CAP","A","2021",60126.822079,
"SWE","GDP","TOT","USD_CAP","A","2022",65209.039958,
"CHE","GDP","TOT","USD_CAP","A","2018",70688.84449,
"CHE","GDP","TOT","USD_CAP","A","2019",72668.72555,
"CHE","GDP","TOT","USD_CAP","A","2020",70810.837738,
"CHE","GDP","TOT","USD_CAP","A","2021",75969.787471,
"CHE","GDP","TOT","USD_CAP","A","2022",82389.515916,
"TUR","GDP","TOT","USD_CAP","A","2018",28281.473275,
"TUR","GDP","TOT","USD_CAP","A","2019",28011.322789,
"TUR","GDP","TOT","USD_CAP","A","2020",27973.899303,
"TUR","GDP","TOT","USD_CAP","A","2021",30679.506593,
"GBR","GDP","TOT","USD_CAP","A","2018",47219.464771,
"GBR","GDP","TOT","USD_CAP","A","2019",49317.743237,
"GBR","GDP","TOT","USD_CAP","A","2020",45872.178273,
"GBR","GDP","TOT","USD_CAP","A","2021",49814.943016,
"GBR","GDP","TOT","USD_CAP","A","2022",55175.810051,
"USA","GDP","TOT","USD_CAP","A","2018",62449.612827,
"USA","GDP","TOT","USD_CAP","A","2019",64690.272395,
"USA","GDP","TOT","USD_CAP","A","2020",63480.861222,
"USA","GDP","TOT","USD_CAP","A","2021",70181.12175,
"CHL","GDP","TOT","USD_CAP","A","2018",25496.431399,
"CHL","GDP","TOT","USD_CAP","A","2019",25517.818415,
"CHL","GDP","TOT","USD_CAP","A","2020",24605.443663,
"CHL","GDP","TOT","USD_CAP","A","2021",28100.985702,
"CHN","GDP","TOT","USD_CAP","A","2018",15466.329982,
"CHN","GDP","TOT","USD_CAP","A","2019",16624.52398,
"CHN","GDP","TOT","USD_CAP","A","2020",17176.865661,
"CHN","GDP","TOT","USD_CAP","A","2021",19429.069638,
"COL","GDP","TOT","USD_CAP","A","2018",15814.696386,
"COL","GDP","TOT","USD_CAP","A","2019",16484.762795,
"COL","GDP","TOT","USD_CAP","A","2020",15630.279852,"P"
"COL","GDP","TOT","USD_CAP","A","2021",17417.234054,"E"
"EST","GDP","TOT","USD_CAP","A","2018",36488.637421,
"EST","GDP","TOT","USD_CAP","A","2019",39068.367072,
"EST","GDP","TOT","USD_CAP","A","2020",39460.614767,
"EST","GDP","TOT","USD_CAP","A","2021",43505.074864,
"EST","GDP","TOT","USD_CAP","A","2022",47721.323033,
"IND","GDP","TOT","USD_CAP","A","2018",6793.930695,
"IND","GDP","TOT","USD_CAP","A","2019",7201.553849,
"ISR","GDP","TOT","USD_CAP","A","2018",40247.088382,
"ISR","GDP","TOT","USD_CAP","A","2019",40950.350286,
"ISR","GDP","TOT","USD_CAP","A","2020",40222.667061,
"ISR","GDP","TOT","USD_CAP","A","2021",44052.106772,
"RUS","GDP","TOT","USD_CAP","A","2018",28821.242897,
"RUS","GDP","TOT","USD_CAP","A","2019",29967.119348,
"RUS","GDP","TOT","USD_CAP","A","2020",29819.046969,"E"
"SVN","GDP","TOT","USD_CAP","A","2018",39008.297051,
"SVN","GDP","TOT","USD_CAP","A","2019",42076.053931,
"SVN","GDP","TOT","USD_CAP","A","2020",40864.408685,
"SVN","GDP","TOT","USD_CAP","A","2021",43981.496806,
"SVN","GDP","TOT","USD_CAP","A","2022",50713.217901,
"ZAF","GDP","TOT","USD_CAP","A","2018",13218.431286,
"ZAF","GDP","TOT","USD_CAP","A","2019",13228.020366,
"ZAF","GDP","TOT","USD_CAP","A","2020",12253.323477,
"OECD","GDP","TOT","USD_CAP","A","2018",45196.025359,
"OECD","GDP","TOT","USD_CAP","A","2019",46666.556822,"P"
"OECD","GDP","TOT","USD_CAP","A","2020",45367.854567,"P"
"OECD","GDP","TOT","USD_CAP","A","2021",49035.605536,"E"
"OECDE","GDP","TOT","USD_CAP","A","2018",44172.286413,
"OECDE","GDP","TOT","USD_CAP","A","2019",46348.549536,"P"
"OECDE","GDP","TOT","USD_CAP","A","2020",44622.432204,"P"
"OECDE","GDP","TOT","USD_CAP","A","2021",47888.62521,"P"
"LVA","GDP","TOT","USD_CAP","A","2018",30891.884185,
"LVA","GDP","TOT","USD_CAP","A","2019",32938.736912,
"LVA","GDP","TOT","USD_CAP","A","2020",33011.406797,
"LVA","GDP","TOT","USD_CAP","A","2021",35045.921582,
"BRA","GDP","TOT","USD_CAP","A","2018",15088.873591,
"BRA","GDP","TOT","USD_CAP","A","2019",15424.038754,
"BRA","GDP","TOT","USD_CAP","A","2020",15173.607426,
"LTU","GDP","TOT","USD_CAP","A","2018",36376.535744,
"LTU","GDP","TOT","USD_CAP","A","2019",39950.948059,
"LTU","GDP","TOT","USD_CAP","A","2020",40128.340396,
"LTU","GDP","TOT","USD_CAP","A","2021",43699.067701,
"LTU","GDP","TOT","USD_CAP","A","2022",49328.635767,
"SAU","GDP","TOT","USD_CAP","A","2018",49189.778812,
"SAU","GDP","TOT","USD_CAP","A","2019",49055.641241,
"SAU","GDP","TOT","USD_CAP","A","2020",46378.343249,
"EA19","GDP","TOT","USD_CAP","A","2018",47629.173366,
"EA19","GDP","TOT","USD_CAP","A","2019",50334.221875,
"EA19","GDP","TOT","USD_CAP","A","2020",48238.265758,
"EA19","GDP","TOT","USD_CAP","A","2021",51333.028282,
"EA19","GDP","TOT","USD_CAP","A","2022",56591.844916,
"ARG","GDP","TOT","USD_CAP","A","2018",23290.675736,
"ARG","GDP","TOT","USD_CAP","A","2019",23263.429463,
"ARG","GDP","TOT","USD_CAP","A","2020",20981.428074,
"ARG","GDP","TOT","USD_CAP","A","2021",23856.680324,
"CRI","GDP","TOT","USD_CAP","A","2018",21312.71338,
"CRI","GDP","TOT","USD_CAP","A","2019",22739.241909,
"CRI","GDP","TOT","USD_CAP","A","2020",21755.528069,
"CRI","GDP","TOT","USD_CAP","A","2021",22612.375289,"E"
"BGR","GDP","TOT","USD_CAP","A","2018",23015.938513,
"BGR","GDP","TOT","USD_CAP","A","2019",25170.075668,
"BGR","GDP","TOT","USD_CAP","A","2020",25293.675309,
"BGR","GDP","TOT","USD_CAP","A","2021",28105.865013,
"HRV","GDP","TOT","USD_CAP","A","2018",28887.862246,
"HRV","GDP","TOT","USD_CAP","A","2019",31572.729293,
"HRV","GDP","TOT","USD_CAP","A","2020",29690.20613,
"HRV","GDP","TOT","USD_CAP","A","2021",34022.550299,"P"
"CYP","GDP","TOT","USD_CAP","A","2018",40559.105442,
"CYP","GDP","TOT","USD_CAP","A","2019",43722.861866,
"CYP","GDP","TOT","USD_CAP","A","2020",40897.780537,"P"
"CYP","GDP","TOT","USD_CAP","A","2021",43317.904519,"P"
"MLT","GDP","TOT","USD_CAP","A","2018",45504.312819,
"MLT","GDP","TOT","USD_CAP","A","2019",48672.896446,
"MLT","GDP","TOT","USD_CAP","A","2020",44509.304787,
"MLT","GDP","TOT","USD_CAP","A","2021",48726.138109,
"ROU","GDP","TOT","USD_CAP","A","2018",29553.041501,
"ROU","GDP","TOT","USD_CAP","A","2019",33028.052566,
"ROU","GDP","TOT","USD_CAP","A","2020",33325.494217,
"ROU","GDP","TOT","USD_CAP","A","2021",36255.862609,"P"
"MKD","GDP","TOT","USD_CAP","A","2018",16796.298138,"E"
"ZMB","GDP","TOT","USD_CAP","A","2018",3507.79523,
"ZMB","GDP","TOT","USD_CAP","A","2019",3514.688008,
"ZMB","GDP","TOT","USD_CAP","A","2020",3358.004891,
"HKG","GDP","TOT","USD_CAP","A","2018",62510.60171,"E"
"HKG","GDP","TOT","USD_CAP","A","2019",62102.600449,"E"
"HKG","GDP","TOT","USD_CAP","A","2020",58949.465954,"E"
"HKG","GDP","TOT","USD_CAP","A","2021",65892.583581,"E"
"MDG","GDP","TOT","USD_CAP","A","2018",1643.791121,"E"
"MDG","GDP","TOT","USD_CAP","A","2019",1702.648643,"E"
"MDG","GDP","TOT","USD_CAP","A","2020",1561.08077,"E"
"MAR","GDP","TOT","USD_CAP","A","2018",8543.309967,"E"
"MAR","GDP","TOT","USD_CAP","A","2019",8807.802665,"E"
"MAR","GDP","TOT","USD_CAP","A","2020",8051.435771,"E"
"MAR","GDP","TOT","USD_CAP","A","2021",9073.558801,"E"
"SGP","GDP","TOT","USD_CAP","A","2018",100408.958643,
"SGP","GDP","TOT","USD_CAP","A","2019",102127.214909,
"SGP","GDP","TOT","USD_CAP","A","2020",98148.67364,
"EU27_2020","GDP","TOT","USD_CAP","A","2018",44673.311381,
"EU27_2020","GDP","TOT","USD_CAP","A","2019",47448.235819,
"EU27_2020","GDP","TOT","USD_CAP","A","2020",45843.543522,
"EU27_2020","GDP","TOT","USD_CAP","A","2021",48924.776134,
"EU27_2020","GDP","TOT","USD_CAP","A","2022",54305.164214,
"ALB","GDP","TOT","USD_CAP","A","2018",13498.122566,
"ALB","GDP","TOT","USD_CAP","A","2019",14407.379403,
"ALB","GDP","TOT","USD_CAP","A","2020",14033.967211,"P"
"SRB","GDP","TOT","USD_CAP","A","2018",17717.89125,
"SRB","GDP","TOT","USD_CAP","A","2019",19404.882561,
"SRB","GDP","TOT","USD_CAP","A","2020",19547.72567,
"SRB","GDP","TOT","USD_CAP","A","2021",21588.39529,"P"
"GEO","GDP","TOT","USD_CAP","A","2018",14593.90772,
"GEO","GDP","TOT","USD_CAP","A","2019",15621.873636,
"GEO","GDP","TOT","USD_CAP","A","2020",14731.202573,
"CMR","GDP","TOT","USD_CAP","A","2018",3800.566288,
"CMR","GDP","TOT","USD_CAP","A","2019",3900.880855,
"CMR","GDP","TOT","USD_CAP","A","2020",3861.20989,
"SEN","GDP","TOT","USD_CAP","A","2018",3416.171427,
"SEN","GDP","TOT","USD_CAP","A","2019",3530.096494,
"SEN","GDP","TOT","USD_CAP","A","2020",3513.149951,
